"pclass","survived","name","sex","age","sibsp","parch","ticket","fare","cabin","embarked","boat","body","home.dest","has_cabin_number"
2,0,288,2,29.8811345124283,0,0,179,0,NA,NA,NA,NA,23,0
2,1,305,2,8,1,1,764,36.75,NA,NA,14,NA,305,0
2,0,307,2,18,0,0,848,73.5,NA,NA,NA,NA,218,0
2,1,311,1,48,0,2,764,36.75,NA,NA,14,NA,305,0
2,1,312,1,28,0,0,170,13,NA,NA,13,NA,207,0
2,0,315,2,32,0,0,198,13,NA,NA,NA,NA,272,0
2,0,320,2,17,0,0,848,73.5,NA,NA,NA,NA,NA,0
2,0,325,2,29,1,0,869,27.7208,NA,NA,NA,295,217,0
2,1,326,1,24,1,0,869,27.7208,NA,NA,12,NA,217,0
2,0,329,2,25,0,0,760,31.5,NA,NA,NA,NA,140,0
2,0,334,2,18,0,0,848,73.5,NA,NA,NA,NA,236,0
2,1,344,1,18,0,1,150,23,NA,NA,NA,NA,293,0
2,1,345,1,34,0,1,150,23,NA,NA,NA,NA,293,0
2,0,352,2,54,0,0,309,26,NA,NA,NA,NA,159,0
2,1,356,2,8,0,2,306,32.5,NA,NA,10,NA,136,0
2,0,357,2,42,1,1,306,32.5,NA,NA,NA,NA,136,0
2,1,358,1,34,1,1,306,32.5,NA,NA,10,NA,136,0
2,1,364,1,27,1,0,865,13.8583,NA,NA,12,NA,18,0
2,1,365,1,30,1,0,864,13.8583,NA,NA,12,NA,18,0
2,0,370,2,23,0,0,327,13,NA,NA,NA,NA,109,0
2,0,380,2,21,0,0,164,13,NA,NA,NA,NA,132,0
2,0,385,2,18,0,0,161,13,NA,NA,NA,NA,251,0
2,0,388,2,40,1,0,325,26,NA,NA,NA,286,111,0
2,1,389,1,29,1,0,325,26,NA,NA,16,NA,NA,0
2,0,390,2,18,0,0,748,10.5,NA,NA,NA,NA,83,0
2,0,416,2,36,0,0,145,13,NA,NA,NA,236,276,0
2,0,426,2,29.8811345124283,0,0,180,0,NA,NA,NA,NA,23,0
2,0,428,1,38,0,0,172,13,NA,NA,NA,NA,179,0
2,0,431,2,35,0,0,183,26,NA,NA,NA,322,194,0
2,0,432,2,38,1,0,314,21,NA,NA,NA,NA,81,0
2,0,433,2,34,1,0,314,21,NA,NA,NA,NA,81,0
2,1,436,1,34,0,0,191,13,NA,NA,12,NA,49,0
2,0,437,2,16,0,0,183,26,NA,NA,NA,NA,194,0
2,0,438,2,26,0,0,341,10.5,NA,NA,NA,NA,140,0
2,0,445,2,47,0,0,758,10.5,NA,NA,NA,NA,78,0
2,0,446,2,21,1,0,302,11.5,NA,NA,NA,NA,80,0
2,0,447,2,21,1,0,303,11.5,NA,NA,NA,NA,80,0
2,0,448,2,24,0,0,207,13.5,NA,NA,NA,297,355,0
2,0,450,2,24,0,0,155,13,NA,NA,NA,155,65,0
2,0,451,2,34,0,0,85,13,NA,NA,NA,NA,345,0
2,0,453,2,30,0,0,219,13,NA,NA,NA,305,NA,0
2,0,476,2,52,0,0,220,13,NA,NA,NA,19,47,0
2,0,492,2,30,0,0,226,13,NA,NA,NA,75,10,0
2,1,493,2,0.6667,1,1,222,14.5,NA,NA,4,NA,93,0
2,1,494,1,24,0,2,222,14.5,NA,NA,4,NA,93,0
2,0,501,2,44,0,0,215,13,NA,NA,NA,35,289,0
2,1,506,1,6,0,1,208,33,NA,NA,11,NA,91,0
2,0,509,2,28,0,1,208,33,NA,NA,NA,NA,91,0
2,1,511,2,62,0,0,851,10.5,NA,NA,15,NA,197,0
2,0,513,2,30,0,0,928,10.5,NA,NA,NA,NA,347,0
2,1,516,1,7,0,2,783,26.25,NA,NA,14,NA,164,0
2,0,517,2,43,1,1,783,26.25,NA,NA,NA,NA,164,0
2,1,519,1,45,1,1,783,26.25,NA,NA,14,NA,164,0
2,1,537,1,24,1,2,139,65,NA,NA,9,NA,292,0
2,1,538,1,24,1,2,139,65,NA,NA,9,NA,292,0
2,0,539,2,49,1,2,139,65,NA,NA,NA,NA,292,0
2,1,540,1,48,1,2,139,65,NA,NA,9,NA,292,0
2,1,541,1,55,0,0,205,16,NA,NA,13,NA,168,0
2,0,542,2,24,2,0,848,73.5,NA,NA,NA,NA,352,0
2,0,543,2,32,2,0,848,73.5,NA,NA,NA,256,352,0
2,0,544,2,21,2,0,848,73.5,NA,NA,NA,NA,352,0
2,0,546,1,18,1,1,223,13,NA,NA,NA,NA,185,0
2,1,552,1,20,2,1,321,23,NA,NA,4,NA,79,0
2,0,553,2,23,2,1,320,11.5,NA,NA,NA,NA,79,0
2,0,554,2,36,0,0,189,13,NA,NA,NA,NA,95,0
2,1,555,1,54,1,3,321,23,NA,NA,4,NA,79,0
2,0,556,2,50,0,0,217,13,NA,NA,NA,149,293,0
2,0,558,2,44,1,0,266,26,NA,NA,NA,NA,112,0
2,1,559,1,29,1,0,266,26,NA,NA,10,NA,112,0
2,0,566,2,21,0,0,848,73.5,NA,NA,NA,NA,236,0
2,1,568,2,42,0,0,177,13,NA,NA,10,NA,336,0
2,0,570,2,63,1,0,186,26,NA,NA,NA,NA,325,0
2,0,571,1,60,1,0,186,26,NA,NA,NA,NA,325,0
2,0,576,2,33,0,0,871,12.275,NA,NA,NA,NA,264,0
2,1,580,1,17,0,0,872,10.5,NA,NA,NA,NA,139,0
2,0,587,2,42,1,0,190,27,NA,NA,NA,NA,197,0
2,1,588,1,24,2,1,190,27,NA,NA,12,NA,197,0
2,0,592,2,47,0,0,169,15,NA,NA,NA,NA,246,0
2,0,593,2,24,2,0,760,31.5,NA,NA,NA,NA,140,0
2,0,594,2,22,2,0,760,31.5,NA,NA,NA,NA,140,0
2,0,595,2,32,0,0,763,10.5,NA,NA,NA,NA,306,0
2,1,600,1,23,0,0,858,13.7917,NA,NA,11,NA,237,1
2,0,628,2,34,1,0,200,26,NA,NA,NA,283,232,0
2,1,629,1,24,1,0,200,26,NA,NA,12,NA,232,0
2,0,634,1,22,0,0,785,21,NA,NA,NA,NA,167,0
2,1,639,1,29.8811345124283,0,0,142,12.35,NA,NA,10,NA,150,1
2,0,641,2,35,0,0,154,12.35,NA,NA,NA,NA,NA,0
2,1,647,1,45,0,0,141,13.5,NA,NA,9,NA,205,0
2,0,664,2,57,0,0,136,12.35,NA,NA,NA,NA,130,0
2,0,669,2,29.8811345124283,0,0,181,0,NA,NA,NA,NA,23,0
2,0,673,2,31,0,0,750,10.5,NA,NA,NA,165,319,0
2,0,675,1,26,1,1,224,26,NA,NA,NA,NA,228,0
2,0,676,2,30,1,1,224,26,NA,NA,NA,NA,228,0
2,0,681,2,29.8811345124283,0,0,184,10.7083,NA,NA,NA,NA,NA,0
2,1,685,1,1,1,2,859,41.5792,NA,NA,14,NA,256,0
2,1,686,1,3,1,2,859,41.5792,NA,NA,14,NA,256,0
2,0,687,2,25,1,2,859,41.5792,NA,NA,NA,NA,256,0
2,1,688,1,22,1,2,859,41.5792,NA,NA,14,NA,256,0
2,1,699,1,17,0,0,853,12,NA,NA,12,NA,30,0
2,1,701,1,29.8811345124283,0,0,208,33,NA,NA,11,NA,201,0
2,1,703,1,34,0,0,767,10.5,NA,NA,14,NA,63,1
2,0,710,2,36,0,0,867,12.875,NA,NA,NA,NA,230,1
2,0,712,2,24,0,0,757,10.5,NA,NA,NA,108,NA,0
2,0,725,2,61,0,0,160,12.35,NA,NA,NA,NA,NA,0
2,0,733,2,50,1,0,857,26,NA,NA,NA,121,358,0
2,1,734,1,42,1,0,857,26,NA,NA,NA,NA,358,0
2,0,742,1,57,0,0,845,10.5,NA,NA,NA,52,294,1
2,0,754,2,29.8811345124283,0,0,174,15.0458,NA,NA,NA,NA,254,1
2,1,755,2,1,0,2,842,37.0042,NA,NA,10,NA,257,0
2,0,756,2,31,1,1,842,37.0042,NA,NA,NA,NA,257,0
2,1,757,1,24,1,1,842,37.0042,NA,NA,10,NA,257,0
2,0,760,2,29.8811345124283,0,0,854,15.5792,NA,NA,NA,NA,237,0
2,0,770,2,30,0,0,308,13,NA,NA,NA,NA,302,0
2,0,771,2,40,0,0,178,16,NA,NA,NA,NA,357,0
2,0,780,2,32,0,0,165,13.5,NA,NA,NA,209,326,0
2,0,781,2,30,0,0,152,13,NA,NA,NA,NA,285,0
2,0,788,2,46,0,0,309,26,NA,NA,NA,NA,276,0
2,1,795,1,13,0,1,218,19.5,NA,NA,14,NA,108,0
2,1,796,1,41,0,1,218,19.5,NA,NA,14,NA,108,0
2,1,797,2,19,0,0,919,10.5,NA,NA,NA,NA,62,0
2,0,800,2,39,0,0,206,13,NA,NA,NA,NA,151,0
2,0,806,2,48,0,0,156,13,NA,NA,NA,271,77,0
2,0,813,2,70,0,0,753,10.5,NA,NA,NA,NA,141,0
2,0,819,2,27,0,0,131,13,NA,NA,NA,NA,366,0
2,0,827,2,54,0,0,317,14,NA,NA,NA,NA,125,0
2,0,828,2,39,0,0,227,26,NA,NA,NA,NA,NA,0
2,0,837,2,16,0,0,845,10.5,NA,NA,NA,NA,147,0
2,0,845,2,62,0,0,185,9.6875,NA,NA,NA,NA,59,0
2,0,854,2,32.5,1,0,175,30.0708,NA,NA,NA,43,237,0
2,1,855,1,14,1,0,175,30.0708,NA,NA,NA,NA,237,0
2,1,858,2,2,1,1,146,26,NA,NA,NA,NA,244,1
2,1,859,2,3,1,1,146,26,NA,NA,NA,NA,244,1
2,0,860,2,36.5,0,2,146,26,NA,NA,NA,15,244,1
2,0,862,2,26,0,0,201,13,NA,NA,NA,NA,33,1
2,0,867,2,19,1,1,764,36.75,NA,NA,NA,101,82,0
2,0,878,2,28,0,0,135,13.5,NA,NA,NA,287,129,0
2,1,880,2,20,0,0,868,13.8625,NA,NA,7,NA,74,1
2,1,882,1,29,0,0,756,10.5,NA,NA,11,NA,122,1
2,0,916,2,39,0,0,305,13,NA,NA,NA,NA,225,0
2,1,918,2,22,0,0,921,10.5,NA,NA,13,NA,269,0
2,1,919,2,29.8811345124283,0,0,862,13.8625,NA,NA,9,NA,298,0
2,0,920,2,23,0,0,194,10.5,NA,NA,NA,NA,149,0
2,1,921,2,29,0,0,863,13.8583,NA,NA,9,NA,298,0
2,0,933,2,28,0,0,852,10.5,NA,NA,NA,NA,300,0
2,0,934,2,29.8811345124283,0,0,179,0,NA,NA,NA,NA,23,0
2,1,936,1,50,0,1,148,26,NA,NA,12,NA,364,0
2,0,955,2,19,0,0,315,10.5,NA,NA,NA,NA,144,0
2,0,957,2,29.8811345124283,0,0,860,15.05,NA,NA,NA,NA,NA,0
2,0,960,2,41,0,0,167,13,NA,NA,NA,NA,NA,0
2,1,972,1,21,0,1,843,21,NA,NA,12,NA,165,0
2,1,973,1,19,0,0,227,26,NA,NA,11,NA,365,0
2,0,974,2,43,0,1,843,21,NA,NA,NA,NA,165,0
2,1,976,1,32,0,0,157,13,NA,NA,9,NA,281,0
2,0,980,2,34,0,0,220,13,NA,NA,NA,NA,90,0
2,1,981,2,30,0,0,768,12.7375,NA,NA,14,NA,226,0
2,0,984,2,27,0,0,870,15.0333,NA,NA,NA,NA,254,0
2,1,985,1,2,1,1,240,26,NA,NA,11,NA,265,0
2,1,986,1,8,1,1,240,26,NA,NA,11,NA,265,0
2,1,987,1,33,0,2,240,26,NA,NA,11,NA,265,0
2,0,992,2,36,0,0,749,10.5,NA,NA,NA,NA,41,0
2,0,994,2,34,1,0,340,21,NA,NA,12,NA,104,0
2,1,995,1,30,3,0,340,21,NA,NA,NA,NA,104,0
2,1,997,1,28,0,0,149,13,NA,NA,9,NA,297,0
2,0,1006,2,23,0,0,861,15.0458,NA,NA,NA,NA,257,0
2,1,1007,2,0.8333,1,1,322,18.75,NA,NA,4,NA,79,0
2,1,1008,2,3,1,1,322,18.75,NA,NA,4,NA,79,0
2,1,1009,1,24,2,3,322,18.75,NA,NA,4,NA,79,0
2,1,1010,1,50,0,0,920,10.5,NA,NA,13,NA,213,0
2,0,1022,2,19,0,0,300,10.5,NA,NA,NA,NA,NA,0
2,1,1039,1,21,0,0,759,10.5,NA,NA,12,NA,142,0
2,0,1082,2,26,0,0,203,13,NA,NA,NA,NA,243,0
2,0,1084,2,25,0,0,199,13,NA,NA,NA,NA,193,0
2,0,1087,2,27,0,0,197,26,NA,NA,NA,NA,161,0
2,1,1091,1,25,0,1,148,26,NA,NA,12,NA,89,0
2,1,1095,1,18,0,2,225,13,NA,NA,16,NA,119,0
2,1,1101,1,20,0,0,764,36.75,NA,NA,11,NA,82,0
2,1,1102,1,30,0,0,221,13,NA,NA,10,NA,120,0
2,0,1108,2,59,0,0,168,13.5,NA,NA,NA,NA,286,0
2,1,1116,1,30,0,0,159,12.35,NA,NA,13,NA,148,0
2,0,1117,2,35,0,0,304,10.5,NA,NA,NA,NA,78,0
2,1,1122,1,40,0,0,345,13,NA,NA,9,NA,NA,0
2,0,1131,2,25,0,0,755,13,NA,NA,NA,NA,83,0
2,0,1146,2,41,0,0,173,15.0458,NA,NA,NA,NA,237,0
2,0,1152,2,25,0,0,786,10.5,NA,NA,NA,81,61,0
2,0,1170,2,18.5,0,0,211,13,NA,NA,NA,294,NA,1
2,0,1171,2,14,0,0,139,65,NA,NA,NA,NA,292,0
2,1,1196,1,50,0,0,784,10.5,NA,NA,9,NA,169,0
2,0,1204,2,23,0,0,153,13,NA,NA,NA,NA,NA,0
2,1,1205,1,28,0,0,187,12.65,NA,NA,NA,NA,75,0
2,1,1206,1,27,0,0,404,10.5,NA,NA,16,NA,21,1
2,0,1211,2,29,1,0,70,21,NA,NA,NA,NA,267,0
2,0,1212,1,27,1,0,70,21,NA,NA,NA,NA,267,0
2,0,1231,2,40,0,0,307,13,NA,NA,NA,NA,19,0
2,1,1236,1,31,0,0,782,21,NA,NA,14,NA,220,0
2,0,1240,2,30,1,0,777,21,NA,NA,NA,NA,43,0
2,0,1241,2,23,1,0,316,10.5,NA,NA,NA,NA,NA,0
2,1,1242,1,31,0,0,777,21,NA,NA,10,NA,43,0
2,0,1246,2,29.8811345124283,0,0,182,0,NA,NA,NA,NA,23,0
2,1,1247,1,12,0,0,765,15.75,NA,NA,9,NA,2,0
2,1,1248,1,40,0,0,765,15.75,NA,NA,9,NA,2,0
2,1,1249,1,32.5,0,0,298,13,NA,NA,12,NA,110,1
2,0,1252,2,27,1,0,144,26,NA,NA,NA,293,46,0
2,1,1253,1,29,1,0,144,26,NA,NA,10,NA,46,0
2,1,1254,2,2,1,1,319,23,NA,NA,14,NA,79,0
2,1,1255,1,4,1,1,319,23,NA,NA,14,NA,79,0
2,1,1256,1,29,0,2,319,23,NA,NA,14,NA,79,0
2,1,1258,1,0.9167,1,2,769,27.75,NA,NA,10,NA,36,0
2,1,1259,1,5,1,2,769,27.75,NA,NA,10,NA,36,0
2,0,1260,2,36,1,2,769,27.75,NA,NA,NA,NA,36,0
2,1,1261,1,33,1,2,769,27.75,NA,NA,10,NA,36,0
2,0,1263,2,66,0,0,752,10.5,NA,NA,NA,NA,143,0
2,0,1264,2,29.8811345124283,0,0,866,12.875,NA,NA,NA,NA,NA,0
2,1,1277,2,31,0,0,193,13,NA,NA,9,NA,212,0
2,1,1284,2,29.8811345124283,0,0,202,13,NA,NA,14,NA,152,0
2,1,1294,1,26,0,0,138,13.5,NA,NA,9,NA,367,0
2,0,1302,1,24,0,0,216,13,NA,NA,NA,NA,254,0
3,0,1,2,42,0,0,773,7.55,NA,NA,NA,NA,NA,0
3,0,2,2,13,0,2,754,20.25,NA,NA,NA,NA,102,0
3,0,3,2,16,1,1,754,20.25,NA,NA,NA,190,102,0
3,1,4,1,35,1,1,754,20.25,NA,NA,NA,NA,102,0
3,1,5,1,16,0,0,484,7.65,NA,NA,16,NA,247,0
3,1,6,2,25,0,0,481,7.65,NA,NA,NA,NA,263,1
3,1,9,2,20,0,0,888,7.925,NA,NA,15,NA,333,0
3,1,10,1,18,0,0,252,7.2292,NA,NA,NA,NA,137,0
3,0,11,2,30,0,0,746,7.25,NA,NA,NA,72,8,0
3,0,12,2,26,0,0,403,8.05,NA,NA,NA,103,34,0
3,0,13,1,40,1,0,696,9.475,NA,NA,NA,NA,320,0
3,1,14,2,0.8333,0,1,667,9.35,NA,NA,11,NA,214,0
3,1,15,1,18,0,1,667,9.35,NA,NA,13,NA,214,0
3,1,16,2,26,0,0,295,18.7875,NA,NA,15,NA,328,0
3,0,18,2,26,0,0,469,7.8875,NA,NA,NA,NA,114,0
3,0,19,2,20,0,0,889,7.925,NA,NA,NA,NA,283,0
3,0,20,2,24,0,0,881,7.05,NA,NA,NA,NA,NA,0
3,0,21,2,25,0,0,882,7.05,NA,NA,NA,79,7,0
3,0,23,2,35,0,0,650,8.05,NA,NA,NA,NA,216,0
3,0,28,2,18,0,0,140,8.3,NA,NA,NA,259,361,0
3,0,30,2,32,0,0,744,22.525,NA,NA,NA,260,29,0
3,1,29,1,19,1,0,556,7.8542,NA,NA,16,NA,NA,0
3,0,32,2,4,4,2,460,31.275,NA,NA,NA,NA,323,0
3,0,33,1,6,4,2,460,31.275,NA,NA,NA,NA,323,0
3,0,34,1,2,4,2,460,31.275,NA,NA,NA,NA,323,0
3,1,35,1,17,4,2,335,7.925,NA,NA,NA,NA,279,0
3,0,36,1,38,4,2,468,7.775,NA,NA,NA,NA,344,0
3,0,37,1,9,4,2,460,31.275,NA,NA,NA,NA,323,0
3,0,38,1,11,4,2,460,31.275,NA,NA,NA,NA,323,0
3,0,39,2,39,1,5,460,31.275,NA,NA,NA,NA,323,0
3,1,40,2,27,0,0,554,7.7958,NA,NA,NA,NA,NA,0
3,0,41,2,26,0,0,453,7.775,NA,NA,NA,NA,153,0
3,0,42,1,39,1,5,460,31.275,NA,NA,NA,NA,323,0
3,0,43,2,20,0,0,472,7.8542,NA,NA,NA,NA,321,0
3,0,48,2,26,0,0,486,7.8958,NA,NA,NA,NA,56,0
3,0,52,2,25,1,0,521,17.8,NA,NA,NA,NA,4,0
3,0,53,1,18,1,0,521,17.8,NA,NA,NA,NA,4,0
3,0,54,2,24,0,0,544,7.775,NA,NA,NA,NA,322,0
3,0,57,2,35,0,0,880,7.05,NA,NA,NA,NA,NA,0
3,0,58,2,5,4,2,455,31.3875,NA,NA,NA,NA,318,0
3,0,59,2,9,4,2,455,31.3875,NA,NA,NA,NA,324,0
3,1,60,2,3,4,2,455,31.3875,NA,NA,15,NA,324,0
3,0,61,2,13,4,2,455,31.3875,NA,NA,NA,NA,324,0
3,1,62,1,5,4,2,455,31.3875,NA,NA,15,NA,324,0
3,0,63,2,40,1,5,455,31.3875,NA,NA,NA,142,318,0
3,1,64,2,23,0,0,562,7.7958,NA,NA,13,NA,250,0
3,1,65,1,38,1,5,455,31.3875,NA,NA,15,NA,318,0
3,1,66,1,45,0,0,292,7.225,NA,NA,NA,NA,253,0
3,0,67,2,21,0,0,288,7.225,NA,NA,NA,NA,253,0
3,0,68,2,23,0,0,879,7.05,NA,NA,NA,NA,NA,0
3,0,71,1,17,0,0,236,14.4583,NA,NA,NA,NA,NA,0
3,0,72,2,30,0,0,290,7.225,NA,NA,NA,NA,253,0
3,0,74,2,23,0,0,474,7.8542,NA,NA,NA,NA,186,0
3,1,75,1,13,0,0,283,7.2292,NA,NA,NA,NA,332,0
3,0,76,2,20,0,0,275,7.225,NA,NA,NA,NA,NA,0
3,0,77,2,32,1,0,334,15.85,NA,NA,NA,NA,280,0
3,1,78,1,33,3,0,334,15.85,NA,NA,NA,NA,280,0
3,1,79,1,0.75,2,1,261,19.2583,NA,NA,NA,NA,330,0
3,1,80,1,0.75,2,1,261,19.2583,NA,NA,NA,NA,330,0
3,1,81,1,5,2,1,261,19.2583,NA,NA,NA,NA,330,0
3,1,82,1,24,0,3,261,19.2583,NA,NA,NA,NA,330,0
3,1,83,1,18,0,0,713,8.05,NA,NA,NA,NA,211,0
3,0,84,2,40,0,0,232,7.225,NA,NA,NA,NA,NA,0
3,0,87,2,26,0,0,532,7.8958,NA,NA,NA,NA,NA,0
3,1,90,2,20,0,0,258,7.2292,NA,NA,15,NA,NA,0
3,0,91,1,18,0,1,287,14.4542,NA,NA,NA,NA,331,0
3,0,92,1,45,0,1,287,14.4542,NA,NA,NA,NA,331,0
3,0,95,1,27,0,0,373,7.8792,NA,NA,NA,NA,237,0
3,0,96,2,22,0,0,371,8.05,NA,NA,NA,NA,116,0
3,0,106,2,19,0,0,370,8.05,NA,NA,NA,NA,107,0
3,0,115,2,26,0,0,446,7.775,NA,NA,NA,NA,187,0
3,0,117,2,22,0,0,839,9.35,NA,NA,NA,NA,338,0
3,0,119,2,29.8811345124283,0,0,231,7.2292,NA,NA,NA,NA,NA,0
3,0,120,2,20,0,0,243,4.0125,NA,NA,NA,NA,327,0
3,1,122,2,32,0,0,105,56.4958,NA,NA,NA,NA,160,0
3,0,124,2,21,0,0,343,7.775,NA,NA,NA,NA,37,0
3,0,129,2,18,0,0,467,7.75,NA,NA,NA,NA,313,0
3,0,136,2,26,0,0,508,7.8958,NA,NA,NA,NA,56,0
3,0,138,2,6,1,1,274,15.2458,NA,NA,NA,NA,329,0
3,0,139,1,9,1,1,274,15.2458,NA,NA,NA,NA,329,0
3,0,140,2,29.8811345124283,0,0,259,7.225,NA,NA,NA,NA,327,0
3,0,141,1,29.8811345124283,0,2,274,15.2458,NA,NA,NA,NA,329,0
3,0,142,1,29.8811345124283,0,2,596,7.75,NA,NA,NA,NA,172,0
3,0,143,2,40,1,1,597,15.5,NA,NA,NA,NA,172,0
3,0,144,1,32,1,1,597,15.5,NA,NA,NA,NA,172,0
3,0,146,2,21,0,0,679,16.1,NA,NA,NA,NA,339,0
3,1,150,1,22,0,0,394,7.725,NA,NA,13,NA,183,0
3,0,153,1,20,0,0,477,7.8542,NA,NA,NA,NA,222,0
3,0,155,2,29,1,0,435,7.0458,NA,NA,NA,NA,38,0
3,0,156,2,22,1,0,721,7.25,NA,NA,NA,NA,38,0
3,0,158,2,22,0,0,555,7.7958,NA,NA,NA,NA,324,0
3,0,159,2,35,0,0,593,8.05,NA,NA,NA,NA,50,0
3,0,168,1,18.5,0,0,372,7.2833,NA,NA,NA,299,69,0
3,1,169,2,21,0,0,379,7.8208,NA,NA,13,NA,184,0
3,0,171,2,19,0,0,603,6.75,NA,NA,NA,NA,68,0
3,0,173,1,18,0,0,387,7.8792,NA,NA,NA,NA,73,0
3,0,179,1,21,0,0,352,8.6625,NA,NA,NA,NA,NA,0
3,0,180,1,30,0,0,349,8.6625,NA,NA,NA,NA,NA,0
3,0,181,2,18,0,0,356,8.6625,NA,NA,NA,NA,NA,0
3,0,182,2,38,0,0,354,8.6625,NA,NA,NA,NA,86,0
3,0,188,2,17,0,0,358,8.6625,NA,NA,NA,NA,NA,0
3,0,189,2,17,0,0,351,8.6625,NA,NA,NA,NA,NA,0
3,0,192,1,21,0,0,595,7.75,NA,NA,NA,NA,NA,0
3,0,193,2,21,0,0,601,7.75,NA,NA,NA,NA,174,0
3,0,195,2,21,0,0,707,8.05,NA,NA,NA,NA,NA,0
3,0,196,2,29.8811345124283,1,0,285,14.4583,NA,NA,NA,NA,253,0
3,0,197,1,29.8811345124283,1,0,285,14.4583,NA,NA,NA,NA,253,0
3,0,201,2,28,0,0,553,7.7958,NA,NA,NA,NA,87,0
3,0,202,2,24,0,0,570,7.8542,NA,NA,NA,NA,133,0
3,1,204,1,16,0,0,614,7.75,NA,NA,16,NA,71,0
3,0,205,1,37,0,0,618,7.75,NA,NA,NA,NA,72,0
3,0,214,2,28,0,0,669,7.25,NA,NA,NA,NA,303,0
3,0,219,2,24,0,0,412,8.05,NA,NA,NA,NA,197,0
3,0,227,2,21,0,0,733,7.7333,NA,NA,NA,NA,173,0
3,1,232,2,32,0,0,105,56.4958,NA,NA,NA,NA,160,0
3,0,234,2,29,0,0,413,8.05,NA,NA,NA,NA,NA,0
3,0,237,2,26,1,0,276,14.4542,NA,NA,NA,NA,134,0
3,0,238,2,18,1,0,276,14.4542,NA,NA,NA,NA,134,0
3,0,245,2,20,0,0,877,7.05,NA,NA,NA,NA,271,0
3,1,246,2,18,0,0,729,8.05,NA,NA,12,NA,209,0
3,0,247,2,24,0,0,646,7.25,NA,NA,NA,NA,70,0
3,0,248,2,36,0,0,494,7.4958,NA,NA,NA,NA,56,0
3,0,249,2,24,0,0,493,7.4958,NA,NA,NA,NA,NA,0
3,0,260,2,31,0,0,133,7.7333,NA,NA,NA,NA,264,0
3,0,261,2,31,0,0,396,7.75,NA,NA,NA,NA,171,0
3,1,262,1,22,0,0,640,7.75,NA,NA,13,NA,170,0
3,0,262,1,30,0,0,390,7.6292,NA,NA,NA,NA,170,0
3,0,263,2,70.5,0,0,636,7.75,NA,NA,NA,171,NA,0
3,0,264,2,43,0,0,728,8.05,NA,NA,NA,NA,NA,0
3,0,266,2,35,0,0,514,7.8958,NA,NA,NA,NA,13,0
3,0,267,2,27,0,0,513,7.8958,NA,NA,NA,NA,13,0
3,0,268,2,19,0,0,515,7.8958,NA,NA,NA,NA,13,0
3,0,271,2,30,0,0,897,8.05,NA,NA,NA,NA,197,0
3,1,274,2,9,1,1,770,15.9,NA,NA,2,NA,115,0
3,1,275,2,3,1,1,770,15.9,NA,NA,2,NA,115,0
3,1,276,1,36,0,2,770,15.9,NA,NA,2,NA,115,0
3,0,277,2,59,0,0,590,7.25,NA,NA,NA,NA,223,0
3,0,279,2,19,0,0,850,8.1583,NA,NA,NA,NA,44,0
3,1,280,1,17,0,1,648,16.1,NA,NA,12,NA,35,0
3,0,281,2,44,0,1,648,16.1,NA,NA,NA,NA,35,0
3,0,285,2,17,0,0,355,8.6625,NA,NA,NA,NA,14,0
3,0,289,2,22.5,0,0,294,7.225,NA,NA,NA,9,NA,0
3,1,290,2,45,0,0,700,8.05,NA,NA,15,NA,12,0
3,0,291,1,22,0,0,698,10.5167,NA,NA,NA,NA,245,0
3,0,292,2,19,0,0,512,10.1708,NA,NA,NA,NA,13,0
3,1,293,1,30,0,0,658,6.95,NA,NA,15,NA,66,0
3,1,294,2,29,0,0,659,7.75,NA,NA,NA,NA,66,0
3,0,296,2,0.3333,0,2,458,14.4,NA,NA,NA,NA,310,0
3,0,297,2,34,1,1,458,14.4,NA,NA,NA,197,310,0
3,0,298,1,28,1,1,458,14.4,NA,NA,NA,NA,310,0
3,0,301,2,27,0,0,503,7.8958,NA,NA,NA,NA,56,0
3,0,302,2,25,0,0,487,7.8958,NA,NA,NA,NA,56,0
3,0,306,2,24,2,0,715,24.15,NA,NA,NA,NA,351,0
3,0,308,2,22,0,0,855,8.05,NA,NA,NA,NA,NA,0
3,0,309,2,21,2,0,715,24.15,NA,NA,NA,NA,351,0
3,0,310,2,17,2,0,716,8.05,NA,NA,NA,NA,351,0
3,0,313,2,29.8811345124283,1,0,666,16.1,NA,NA,NA,NA,196,0
3,1,314,1,29.8811345124283,1,0,666,16.1,NA,NA,16,NA,196,0
3,1,316,2,36.5,1,0,417,17.4,NA,NA,15,NA,334,0
3,1,317,1,36,1,0,417,17.4,NA,NA,13,NA,334,0
3,1,318,2,30,0,0,427,9.5,NA,NA,11,NA,26,0
3,0,319,2,16,0,0,430,9.5,NA,NA,NA,NA,NA,0
3,1,321,2,1,1,2,751,20.575,NA,NA,10,NA,94,0
3,1,322,1,0.1667,1,2,751,20.575,NA,NA,10,NA,94,0
3,0,323,2,26,1,2,751,20.575,NA,NA,NA,NA,94,0
3,1,324,1,33,1,2,751,20.575,NA,NA,10,NA,94,0
3,0,327,2,25,0,0,534,7.8958,NA,NA,NA,NA,NA,0
3,0,328,2,29.8811345124283,0,0,522,7.8958,NA,NA,NA,NA,NA,0
3,0,330,2,29.8811345124283,0,0,509,7.8958,NA,NA,NA,NA,57,0
3,0,331,2,22,0,0,722,7.25,NA,NA,NA,NA,NA,0
3,0,332,2,36,0,0,725,7.25,NA,NA,NA,NA,NA,0
